effect_bonus_value_unit_ability_junctions_tables	0
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_word_of_pain_upgraded	enable_overchage	wh2_main_spell_dark_magic_word_of_pain
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_word_of_pain_upgraded	enable	wh2_main_spell_dark_magic_word_of_pain
wh2_main_def_morathi_wh2_main_effect_magic_dark_miscast_reduction_word_of_pain_upgraded	miscast_percentage_mod	wh2_main_spell_dark_magic_word_of_pain_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_dark_reduce_wom_cost_word_of_pain	cost_mod	wh2_main_spell_dark_magic_word_of_pain
wh2_main_def_morathi_wh2_main_effect_magic_dark_reduce_wom_cost_word_of_pain_upgraded	cost_mod	wh2_main_spell_dark_magic_word_of_pain_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_bladewind	enable	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_cooldown_bladewind	recharge_mod	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_bladewind_upgraded	enable_overchage	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_bladewind_upgraded	enable	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_cooldown_bladewind	recharge_mod	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_bladewind_upgraded	enable_overchage	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_bladewind_upgraded	enable	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_miscast_reduction_bladewind_upgraded	miscast_percentage_mod	wh2_main_spell_dark_magic_bladewind_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_dark_reduce_wom_cost_bladewind	cost_mod	wh2_main_spell_dark_magic_bladewind
wh2_main_def_morathi_wh2_main_effect_magic_dark_reduce_wom_cost_bladewind_upgraded	cost_mod	wh2_main_spell_dark_magic_bladewind_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_doombolt	enable	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_cooldown_doombolt	recharge_mod	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_doombolt_upgraded	enable_overchage	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_doombolt_upgraded	enable	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_cooldown_doombolt	recharge_mod	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_doombolt_upgraded	enable_overchage	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_doombolt_upgraded	enable	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_miscast_reduction_doombolt_upgraded	miscast_percentage_mod	wh2_main_spell_dark_magic_doombolt_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_dark_reduce_wom_cost_doombolt	cost_mod	wh2_main_spell_dark_magic_doombolt
wh2_main_def_morathi_wh2_main_effect_magic_dark_reduce_wom_cost_doombolt_upgraded	cost_mod	wh2_main_spell_dark_magic_doombolt_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_soul_stealer	enable	wh2_main_spell_dark_magic_soul_stealer
wh2_main_def_morathi_wh2_main_effect_magic_dark_cooldown_soul_stealer	recharge_mod	wh2_main_spell_dark_magic_soul_stealer
wh2_main_def_morathi_wh2_main_effect_magic_dark_enable_soul_stealer	enable	wh2_main_spell_dark_magic_soul_stealer
wh2_main_def_morathi_wh2_main_effect_magic_dark_reduce_wom_cost_soulstealer	cost_mod	wh2_main_spell_dark_magic_soul_stealer
wh2_main_def_morathi_wh_main_effect_ability_enable_life-leeching	enable	wh_main_lore_passive_life_leeching
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable_overchage	wh_main_spell_death_spirit_leech
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable	wh_main_spell_death_spirit_leech
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_spirit_leech	recharge_mod	wh_main_spell_death_spirit_leech
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable_overchage	wh_main_spell_death_spirit_leech
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_spirit_leech_upgraded	enable	wh_main_spell_death_spirit_leech
wh2_main_def_morathi_wh2_main_effect_magic_death_miscast_reduction_spirit_leech_upgraded	miscast_percentage_mod	wh_main_spell_death_spirit_leech_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_spirit_leech	cost_mod	wh_main_spell_death_spirit_leech
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_spirit_leech_upgraded	cost_mod	wh_main_spell_death_spirit_leech_upgraded
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_spirit_leech	recharge_mod	wh_main_spell_death_spirit_leech
wh2_main_def_morathi_wh_main_effect_magic_death_enable_aspect_of_the_dreadknight	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable_overchage	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_aspect_of_the_dreadknight	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable_overchage	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_aspect_of_the_dreadknight_upgraded	enable	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh2_main_effect_magic_death_miscast_reduction_aspect_of_the_dreadknight_upgraded	miscast_percentage_mod	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_aspect_of_the_dreadknight	cost_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_aspect_of_the_dreadknight_upgraded	cost_mod	wh_main_spell_death_aspect_of_the_dreadknight_upgraded
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_aspect_of_the_dreadknight	recharge_mod	wh_main_spell_death_aspect_of_the_dreadknight
wh2_main_def_morathi_wh_main_effect_magic_death_enable_doom_and_darkness	enable	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable_overchage	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_doom_and_darkness	recharge_mod	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable_overchage	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_doom_and_darkness_upgraded	enable	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh2_main_effect_magic_death_miscast_reduction_doom_and_darkness_upgraded	miscast_percentage_mod	wh_main_spell_death_doom_and_darkness_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_doom_and_darkness	cost_mod	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_doom_and_darkness_upgraded	cost_mod	wh_main_spell_death_doom_and_darkness_upgraded
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_doom_and_darkness	recharge_mod	wh_main_spell_death_doom_and_darkness
wh2_main_def_morathi_wh_main_effect_magic_death_enable_soulblight	enable	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable_overchage	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_soulblight	recharge_mod	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable_overchage	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_soulblight_upgraded	enable	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh2_main_effect_magic_death_miscast_reduction_soulblight_upgraded	miscast_percentage_mod	wh_main_spell_death_soulblight_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_soulblight	cost_mod	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_soulblight_upgraded	cost_mod	wh_main_spell_death_soulblight_upgraded
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_soulblight	recharge_mod	wh_main_spell_death_soulblight
wh2_main_def_morathi_wh_main_effect_magic_death_enable_the_fate_of_bjuna	enable	wh_main_spell_death_the_fate_of_bjuna
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_the_fate_of_bjuna	cost_mod	wh_main_spell_death_the_fate_of_bjuna
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_the_fate_of_bjuna	recharge_mod	wh_main_spell_death_the_fate_of_bjuna
wh2_main_def_morathi_wh_main_effect_magic_death_enable_the_fate_of_bjuna	enable	wh_main_spell_death_the_fate_of_bjuna
wh2_main_def_morathi_wh_main_effect_magic_death_enable_the_purple_sun_of_xereus	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable_overchage	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_the_purple_sun_of_xereus	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable_overchage	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh2_main_effect_magic_death_enable_the_purple_sun_of_xereus_upgraded	enable	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh2_main_effect_magic_death_miscast_reduction_the_purple_sun_of_xereus_upgraded	miscast_percentage_mod	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_the_purple_sun_of_xereus	cost_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh2_main_effect_magic_death_reduce_wom_cost_the_purple_sun_of_xereus_upgraded	cost_mod	wh_main_spell_death_the_purple_sun_of_xereus_upgraded
wh2_main_def_morathi_wh_main_effect_magic_death_cooldown_the_purple_sun_of_xereus	recharge_mod	wh_main_spell_death_the_purple_sun_of_xereus
wh2_main_def_morathi_wh_dlc05_effect_magic_ability_enable_smoke_and_mirrors	enable	wh_dlc05_lore_passive_smoke_and_mirrors
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable_overchage	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_melkoths_mystifying_miasma	recharge_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable_overchage	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_mystifying_miasma_upgraded	enable	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_def_morathi_wh2_main_effect_magic_shadow_miscast_reduction_melkoths_mystifying_miasma_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_mystifying_miasma	cost_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_mystifying_miasma_upgraded	cost_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_melkoths_mystifying_miasma	recharge_mod	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_enfeebling_foe	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_enfeebling_foe	recharge_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_melkoths_enfeebling_foe_upgraded	enable	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh2_main_effect_magic_shadow_miscast_reduction_melkoths_enfeebling_foe_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_enfeebling_foe	cost_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_melkoths_enfeebling_foe_upgraded	cost_mod	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_enfeebling_foe	recharge_mod	wh_dlc05_spell_shadow_the_enfeebling_foe
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_the_withering	enable	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_the_withering	recharge_mod	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_the_withering_upgraded	enable	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh2_main_effect_magic_shadow_miscast_reduction_the_withering_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_the_withering	cost_mod	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_the_withering_upgraded	cost_mod	wh_dlc05_spell_shadow_the_withering_upgraded
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_the_withering	recharge_mod	wh_dlc05_spell_shadow_the_withering
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_penumbral_pendulum	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_penumbral_pendulum	recharge_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable_overchage	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_penumbral_pendulum_upgraded	enable	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh2_main_effect_magic_shadow_miscast_reduction_penumbral_pendulum_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_penumbral_pendulum	cost_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_penumbral_pendulum_upgraded	cost_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_penumbral_pendulum	recharge_mod	wh_dlc05_spell_shadow_the_penumbral_pendulum
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_pit_of_shades	enable	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable_overchage	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_pit_of_shades	recharge_mod	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable_overchage	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_pit_of_shades_upgraded	enable	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh2_main_effect_magic_shadow_miscast_reduction_pit_of_shades_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_pit_of_shades	cost_mod	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_pit_of_shades_upgraded	cost_mod	wh_dlc05_spell_shadow_pit_of_shades_upgraded
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_pit_of_shades	recharge_mod	wh_dlc05_spell_shadow_pit_of_shades
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_okkams_mindrazor	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable_overchage	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_okkams_mindrazor	recharge_mod	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable_overchage	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_def_morathi_wh2_main_effect_magic_shadow_enable_okkams_mindrazor_upgraded	enable	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_def_morathi_wh2_main_effect_magic_shadow_miscast_reduction_okkams_mindrazor_upgraded	miscast_percentage_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_okkams_mindrazor	cost_mod	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_def_morathi_wh2_main_effect_magic_shadow_reduce_wom_cost_okkams_mindrazor_upgraded	cost_mod	wh_dlc05_spell_shadow_okkams_mindrazor_upgraded
wh2_main_def_morathi_wh_dlc05_effect_magic_shadow_cooldown_okkams_mindrazor	recharge_mod	wh_dlc05_spell_shadow_okkams_mindrazor
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_ability_enable_wild_heart	enable	wh_dlc03_lore_passive_wild_heart
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_wyssans_wildform_upgraded	enable_overchage	wh_dlc03_spell_beasts_wyssans_wildform
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_wyssans_wildform_upgraded	enable	wh_dlc03_spell_beasts_wyssans_wildform
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_wyssans_wildform	recharge_mod	wh_dlc03_spell_beasts_wyssans_wildform
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_wyssans_wildform_upgraded	enable_overchage	wh_dlc03_spell_beasts_wyssans_wildform
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_wyssans_wildform_upgraded	enable	wh_dlc03_spell_beasts_wyssans_wildform
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_miscast_reduction_of_wyssans_wildform_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_wyssans_wildform_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_wyssans_wildform	cost_mod	wh_dlc03_spell_beasts_wyssans_wildform
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_wyssans_wildform_upgraded	cost_mod	wh_dlc03_spell_beasts_wyssans_wildform_upgraded
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_wyssans_wildform	recharge_mod	wh_dlc03_spell_beasts_wyssans_wildform
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_enable_flock_of_doom	enable	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_flock_of_doom_upgraded	enable_overchage	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_flock_of_doom_upgraded	enable	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_flock_of_doom	recharge_mod	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_flock_of_doom_upgraded	enable_overchage	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_flock_of_doom_upgraded	enable	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_miscast_reduction_flock_of_doom_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_flock_of_doom_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_flock_of_doom	cost_mod	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_flock_of_doom_upgraded	cost_mod	wh_dlc03_spell_beasts_flock_of_doom_upgraded
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_flock_of_doom	recharge_mod	wh_dlc03_spell_beasts_flock_of_doom
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_enable_panns_impenetrable_pelt	enable	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_panns_impenetrable_pelt_upgraded	enable_overchage	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_panns_impenetrable_pelt_upgraded	enable	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_panns_impenetrable_pelt	recharge_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_panns_impenetrable_pelt_upgraded	enable_overchage	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_panns_impenetrable_pelt_upgraded	enable	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_miscast_reduction_panns_impenetrable_pelt_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_panns_impenetrable_pelt	cost_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_panns_impenetrable_pelt_upgraded	cost_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_panns_impenetrable_pelt	recharge_mod	wh_dlc03_spell_beasts_panns_impenetrable_pelt
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_enable_the_amber_spear	enable	wh_dlc03_spell_beasts_the_amber_spear
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_amber_spear_upgraded	enable_overchage	wh_dlc03_spell_beasts_the_amber_spear
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_amber_spear_upgraded	enable	wh_dlc03_spell_beasts_the_amber_spear
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_the_amber_spear	recharge_mod	wh_dlc03_spell_beasts_the_amber_spear
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_amber_spear_upgraded	enable_overchage	wh_dlc03_spell_beasts_the_amber_spear
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_enable_the_amber_spear_upgraded	enable	wh_dlc03_spell_beasts_the_amber_spear
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_miscast_reduction_the_amber_spear_upgraded	miscast_percentage_mod	wh_dlc03_spell_beasts_the_amber_spear_upgraded
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_the_amber_spear	cost_mod	wh_dlc03_spell_beasts_the_amber_spear
wh2_main_lzd_lord_mazdamundi_wh2_main_effect_magic_beasts_reduce_wom_cost_the_amber_spear_upgraded	cost_mod	wh_dlc03_spell_beasts_the_amber_spear_upgraded
wh2_main_lzd_lord_mazdamundi_wh_dlc03_effect_magic_beasts_cooldown_the_amber_spear	recharge_mod	wh_dlc03_spell_beasts_the_amber_spear
